campaign_id,chain_id,start_date,end_date,format,device,height,width,iremoteid,days,start_day,end_day,shop,budget
20790,12,2021-03-16,2021-03-25,butterfly,DESKTOP,298.0,398.0,['C135292'],11.0,2.0,4.0,0.0,7638.039733886719
20628,12,2021-09-27,2021-10-17,butterfly,DESKTOP,298.0,398.0,['C177738'],22.0,1.0,7.0,0.0,8991.499633789062
19378,11,2020-04-28,2020-05-31,butterfly,DESKTOP,486.0,277.0,['C56763'],35.0,2.0,7.0,0.0,14252.066650390623
11475,10,2021-05-09,2021-05-18,butterfly,DESKTOP,429.0,555.0,['C144828'],11.0,7.0,2.0,0.0,8929.3251953125
28397,11,2020-05-07,2020-05-24,showcase,DESKTOP,472.0,1061.0,['58276'],19.0,4.0,7.0,0.0,43428.57142857143
9260,10,2020-04-21,2020-05-02,butterfly,DESKTOP,420.0,574.0,['C54525'],13.0,2.0,6.0,0.0,10655.167846679688
20951,12,2020-08-05,2020-08-07,tg,DESKTOP,298.0,796.0,['C74454'],4.0,3.0,5.0,0.0,2310.888427734375
32296,11,2021-09-17,2021-09-18,butterfly,DESKTOP,496.0,532.0,['C175660'],3.0,5.0,6.0,0.0,2376.61669921875
4280,11,2019-07-22,2019-07-22,butterfly,DESKTOP,486.0,293.0,['C31829'],2.0,1.0,1.0,0.0,1435.8919677734375
3562,11,2021-05-03,2021-05-18,butterfly,DESKTOP,486.0,531.0,['C144892'],17.0,1.0,2.0,0.0,10302.4150390625
23218,11,2020-11-30,2020-12-18,butterfly,DESKTOP,486.0,274.0,['C110571'],20.0,1.0,5.0,0.0,10751.6748046875
11302,12,2020-04-06,2020-05-03,tg,DESKTOP,298.0,796.0,['C51666'],29.0,1.0,7.0,0.0,12668.790893554688
25477,11,2021-02-17,2021-04-05,showcase,DESKTOP,438.0,266.0,['129226'],49.0,3.0,1.0,0.0,112000.0
26279,11,2021-09-10,2021-09-12,showcase,DESKTOP,494.0,1063.0,['175128'],4.0,5.0,7.0,0.0,9142.857142857143
21022,12,2021-08-27,2021-09-12,tg,DESKTOP,298.0,796.0,['C172535'],18.0,5.0,7.0,0.0,7752.183288574219
30413,12,2019-09-21,2019-09-27,stoprayon,DESKTOP,121.0,995.0,['34793'],8.0,6.0,5.0,0.0,5235.47412109375
22429,11,2021-09-11,2021-10-11,butterfly,DESKTOP,486.0,531.0,['C176529'],32.0,6.0,1.0,0.0,12273.146484375
18041,12,2021-09-21,2021-10-10,butterfly,DESKTOP,298.0,398.0,['C177216'],21.0,2.0,7.0,0.0,10197.974395751951
27086,11,2021-06-01,2021-07-01,butterfly,DESKTOP,486.0,531.0,['C146746'],32.0,2.0,4.0,0.0,10803.673828125
2592,12,2020-08-18,2020-08-31,tg,DESKTOP,298.0,398.0,['C80979'],15.0,2.0,1.0,0.0,7188.126525878906
8110,12,2021-04-07,2021-05-01,banner,DESKTOP,200.0,995.0,['140194'],26.0,3.0,6.0,0.0,13908.084594726562
31605,7,2020-07-21,2020-10-13,butterfly,DESKTOP,350.0,492.0,['C75148'],86.0,2.0,2.0,0.0,22439.19464111328
23352,11,2021-09-19,2021-09-24,showcase,DESKTOP,494.0,1063.0,['178684'],7.0,7.0,5.0,0.0,16000.0
14002,12,2021-09-27,2021-10-17,butterfly,DESKTOP,298.0,398.0,['C177727'],22.0,1.0,7.0,0.0,8991.499633789062
1290,12,2021-05-10,2021-05-16,tg,DESKTOP,298.0,796.0,['C146638'],8.0,1.0,7.0,0.0,5056.19140625
1561,12,2020-06-03,2020-06-03,tg,DESKTOP,298.0,398.0,['C62840'],2.0,3.0,3.0,0.0,1205.693603515625
23593,11,2019-12-30,2020-01-04,showcase,DESKTOP,472.0,1061.0,['39455'],7.0,1.0,6.0,0.0,16000.0
32836,10,2020-04-29,2020-05-11,butterfly,DESKTOP,420.0,574.0,['C56741'],14.0,3.0,1.0,0.0,4841.1015625
25772,11,2019-09-29,2019-11-13,pmp,DESKTOP,486.0,278.0,['IB1653'],47.0,7.0,3.0,0.0,8722.143188476562
26171,12,2021-01-18,2021-02-04,tg,DESKTOP,298.0,796.0,['C120652'],19.0,1.0,4.0,0.0,8023.413909912109
33177,12,2021-02-04,2021-11-25,tg,DESKTOP,298.0,398.0,['C123690'],296.0,4.0,4.0,0.0,44973.12963867188
36169,7,2020-08-24,2020-09-03,lucky cart,DESKTOP,160.0,2560.0,['6766'],12.0,1.0,4.0,0.0,4773.101806640625
22208,12,2019-11-26,2019-12-16,banner,DESKTOP,200.0,995.0,['38630'],22.0,2.0,1.0,0.0,11420.285400390623
37102,10,2021-04-21,2021-04-27,butterfly,DESKTOP,439.0,555.0,['C141485'],8.0,3.0,2.0,0.0,5880.35693359375
24876,12,2020-03-27,2020-04-28,butterfly,DESKTOP,298.0,398.0,['C52658'],34.0,5.0,2.0,0.0,10734.059814453123
17149,7,2019-11-29,2019-12-02,butterfly,DESKTOP,350.0,494.0,['C37057'],5.0,5.0,1.0,0.0,2052.3907470703125
938,12,2021-04-13,2021-05-26,tg,DESKTOP,298.0,796.0,"['C141806', 'C141808']",45.0,2.0,3.0,0.0,11024.588012695312
5619,7,2020-10-14,2020-10-19,butterfly,DESKTOP,394.0,576.0,['87483'],7.0,3.0,1.0,0.0,2873.347045898437
16917,11,2020-04-04,2020-04-14,showcase,DESKTOP,472.0,1061.0,['53364'],12.0,6.0,2.0,0.0,27428.571428571428
20572,12,2020-09-05,2020-09-10,tg,DESKTOP,298.0,796.0,['C87363'],7.0,6.0,4.0,0.0,4815.916687011719
6450,7,2019-11-22,2019-11-29,butterfly,DESKTOP,350.0,494.0,['C37758'],9.0,5.0,5.0,0.0,3524.2242736816406
35332,11,2019-08-19,2019-08-19,pmp,DESKTOP,486.0,278.0,['IB1641'],2.0,1.0,1.0,0.0,1332.079833984375
25700,12,2021-03-14,2021-03-28,banner,DESKTOP,200.0,995.0,['134167'],16.0,7.0,7.0,0.0,8920.392578125
17676,7,2020-05-07,2020-05-31,butterfly,DESKTOP,350.0,494.0,['C56725'],26.0,4.0,7.0,0.0,6731.097534179688
32067,12,2021-02-28,2021-03-14,tg,DESKTOP,298.0,796.0,['C130750'],16.0,7.0,7.0,0.0,7610.44970703125
847,12,2020-11-22,2020-12-09,banner,DESKTOP,200.0,995.0,"['106504', '106511', '106512', '106513', '106514']",19.0,7.0,3.0,0.0,10758.96453857422
1296,12,2021-08-24,2021-09-06,butterfly,DESKTOP,298.0,398.0,['C171430'],15.0,2.0,1.0,0.0,6816.708068847656
1523,12,2021-02-01,2021-03-04,butterfly,DESKTOP,298.0,398.0,['C124037'],33.0,1.0,4.0,0.0,9466.475189208984
13674,12,2021-08-27,2021-09-19,banner,DESKTOP,200.0,995.0,['173505'],25.0,5.0,7.0,0.0,10970.909881591797
20707,10,2021-05-19,2021-05-26,banner,DESKTOP,125.0,1200.0,['C149035'],9.0,3.0,3.0,0.0,12857.14285714286
1742,11,2019-11-18,2019-11-18,butterfly,DESKTOP,486.0,278.0,['C37517'],2.0,1.0,1.0,0.0,1435.8919677734375
16498,12,2021-06-03,2021-07-09,tg,DESKTOP,298.0,597.0,['C154112'],38.0,4.0,5.0,0.0,7238.293762207031
8869,12,2021-04-08,2021-06-27,tg,DESKTOP,298.0,796.0,['C141184'],82.0,4.0,7.0,0.0,14127.07876586914
12196,12,2020-01-22,2020-02-05,banner,DESKTOP,200.0,995.0,['44624'],16.0,3.0,3.0,0.0,7325.01123046875
17976,10,2020-06-09,2020-06-28,butterfly,DESKTOP,420.0,574.0,['C63840'],21.0,2.0,7.0,0.0,8629.662506103516
12111,11,2021-09-11,2021-10-11,butterfly,DESKTOP,486.0,531.0,['C176829'],32.0,6.0,1.0,0.0,12273.146484375
30775,12,2019-08-21,2019-08-25,banner,DESKTOP,200.0,995.0,['33019'],6.0,3.0,7.0,0.0,3972.9345703125
18417,10,2021-04-13,2021-04-20,banner,DESKTOP,150.0,1200.0,['C141578'],9.0,2.0,2.0,0.0,12857.14285714286
11552,11,2021-07-06,2021-07-31,showcase,DESKTOP,494.0,1063.0,['156639'],27.0,2.0,6.0,0.0,61714.28571428572
23136,12,2021-10-01,2021-10-15,tg,DESKTOP,298.0,597.0,['C172095'],16.0,5.0,5.0,0.0,5613.07470703125
30762,7,2020-09-01,2020-09-29,butterfly,DESKTOP,350.0,492.0,['C75210'],30.0,2.0,2.0,0.0,11742.131652832031
22372,11,2021-08-09,2021-10-11,showcase,DESKTOP,494.0,1063.0,['169193'],65.0,1.0,1.0,0.0,148571.42857142858
160,10,2020-11-04,2020-11-10,banner,DESKTOP,150.0,1200.0,"['C104429', 'C104639']",8.0,3.0,2.0,0.0,11428.57142857143
23698,12,2021-07-06,2021-07-30,butterfly,DESKTOP,298.0,398.0,['C162562'],26.0,2.0,5.0,0.0,11374.846069335938
25110,12,2021-09-27,2021-10-10,butterfly,DESKTOP,298.0,398.0,['C178712'],15.0,1.0,7.0,0.0,5705.365447998047
3611,11,2019-06-07,2019-06-07,butterfly,DESKTOP,488.0,293.0,['C26543'],2.0,5.0,5.0,0.0,1333.207763671875
31613,12,2021-05-11,2021-06-18,tg,DESKTOP,298.0,796.0,['C141166'],40.0,2.0,5.0,0.0,10355.03662109375
34843,12,2021-08-31,2021-09-12,butterfly,DESKTOP,298.0,398.0,['C171846'],14.0,2.0,7.0,0.0,8873.01953125
14938,11,2020-06-10,2020-07-22,butterfly,DESKTOP,486.0,278.0,['C63865'],44.0,3.0,3.0,0.0,6388.378234863281
22088,12,2020-12-13,2020-12-31,banner,DESKTOP,200.0,1195.0,['115195'],20.0,7.0,4.0,0.0,11493.809814453123
26311,11,2021-09-27,2021-09-28,butterfly,DESKTOP,486.0,531.0,['C179914'],3.0,1.0,2.0,0.0,2223.6677856445312
7662,10,2020-05-11,2020-05-24,butterfly,DESKTOP,420.0,574.0,['C56750'],15.0,1.0,7.0,0.0,5288.668670654297
25236,11,2021-10-01,2021-10-11,butterfly,DESKTOP,495.0,532.0,['C180371'],12.0,5.0,1.0,0.0,8541.216064453125
25114,12,2021-05-07,2021-06-27,butterfly,DESKTOP,298.0,398.0,['C146498'],53.0,5.0,7.0,0.0,9845.071060180664
4768,12,2020-10-19,2020-12-19,butterfly,DESKTOP,298.0,398.0,['C99842'],63.0,1.0,6.0,0.0,18275.42559814453
26735,12,2020-01-29,2020-02-01,banner,DESKTOP,200.0,995.0,['45119'],5.0,3.0,6.0,0.0,3791.2283325195312
10374,11,2021-06-08,2021-07-11,butterfly,DESKTOP,498.0,532.0,['C154179'],35.0,2.0,7.0,0.0,14252.066650390623
14973,11,2021-09-23,2021-10-11,butterfly,DESKTOP,492.0,531.0,['C179799'],20.0,4.0,1.0,0.0,11531.396484375
3119,12,2021-06-09,2021-06-11,butterfly,DESKTOP,298.0,398.0,['C147463'],4.0,3.0,5.0,0.0,2310.888427734375
5612,12,2020-07-15,2020-07-16,banner,DESKTOP,200.0,995.0,['66283'],3.0,3.0,4.0,0.0,1942.7572631835933
4015,11,2021-09-16,2021-10-11,showcase,DESKTOP,494.0,1063.0,['176605'],27.0,4.0,1.0,0.0,61714.28571428572
16370,11,2019-09-29,2019-10-12,butterfly,DESKTOP,486.0,278.0,['C32889'],15.0,7.0,6.0,0.0,7544.141235351562
16015,7,2021-03-24,2021-04-23,butterfly,DESKTOP,394.0,576.0,['137150'],32.0,3.0,5.0,0.0,6717.9833984375
14334,11,2021-02-06,2021-04-07,butterfly,DESKTOP,486.0,273.0,['C122993'],62.0,6.0,3.0,0.0,13606.107940673828
15809,12,2020-09-21,2020-10-05,butterfly,DESKTOP,298.0,398.0,['C79656'],16.0,1.0,1.0,0.0,7165.70654296875
14392,12,2019-06-13,2019-06-26,banner,DESKTOP,200.0,995.0,['30025'],15.0,4.0,3.0,0.0,5812.356719970703
5748,12,2021-07-02,2021-11-24,tg,DESKTOP,298.0,796.0,['C161398'],147.0,5.0,3.0,0.0,21095.538528442383
897,12,2021-03-08,2021-03-13,tg,DESKTOP,298.0,597.0,"['C128751', 'C128753']",7.0,1.0,6.0,0.0,5096.796813964844
27989,12,2021-09-06,2021-10-02,tg,DESKTOP,298.0,796.0,['C173192'],28.0,1.0,6.0,0.0,14922.455078125
5145,10,2020-06-30,2020-09-29,butterfly,DESKTOP,420.0,574.0,['C67129'],93.0,2.0,2.0,0.0,27370.05780029297
34116,11,2021-07-07,2021-07-07,butterfly,DESKTOP,498.0,532.0,['C162939'],2.0,3.0,3.0,0.0,1302.0772705078125
31111,12,2021-09-06,2021-10-25,butterfly,DESKTOP,298.0,398.0,['C174599'],51.0,1.0,1.0,0.0,9644.624038696287
30514,12,2021-03-01,2021-03-13,tg,DESKTOP,298.0,796.0,['C130221'],14.0,1.0,6.0,0.0,10316.138061523438
32006,7,2019-05-06,2019-05-25,butterfly,DESKTOP,350.0,494.0,['C26255'],21.0,1.0,6.0,0.0,5854.885620117188
13113,12,2020-11-26,2020-12-23,banner,DESKTOP,200.0,995.0,['108917'],29.0,4.0,3.0,0.0,12059.281127929688
19977,7,2020-06-22,2020-07-13,butterfly,DESKTOP,350.0,492.0,['C50915'],23.0,1.0,1.0,0.0,5874.822799682617
6576,12,2020-04-01,2020-04-17,butterfly,DESKTOP,298.0,398.0,['C52637'],18.0,3.0,5.0,0.0,7706.063232421875
12947,10,2021-05-26,2021-05-26,butterfly,DESKTOP,395.0,555.0,['C147324'],2.0,3.0,3.0,0.0,1302.0772705078125
28267,12,2020-07-08,2020-08-23,butterfly,DESKTOP,298.0,398.0,['C68947'],48.0,3.0,7.0,0.0,9132.83642578125
2710,11,2020-04-04,2020-04-24,butterfly,DESKTOP,486.0,277.0,['C52705'],22.0,6.0,5.0,0.0,7893.295593261719
14456,12,2021-09-28,2021-10-17,butterfly,DESKTOP,298.0,398.0,['C179469'],21.0,2.0,7.0,0.0,10197.974395751951
6823,7,2019-10-14,2019-12-15,butterfly,DESKTOP,350.0,494.0,['C34583'],64.0,1.0,7.0,0.0,8958.015625
5151,11,2021-04-15,2021-05-01,showcase,DESKTOP,438.0,1063.0,['142335'],18.0,4.0,6.0,0.0,41142.857142857145
3568,11,2021-05-28,2021-07-01,showcase,DESKTOP,494.0,1063.0,['143292'],36.0,5.0,4.0,0.0,82285.71428571429
1154,7,2021-06-01,2021-06-20,butterfly,DESKTOP,351.0,564.0,['152701'],21.0,2.0,7.0,0.0,11234.916625976562
2591,10,2021-07-03,2021-07-05,butterfly,DESKTOP,382.0,555.0,['C162065'],4.0,6.0,1.0,0.0,3153.9208984375
1918,11,2019-08-22,2019-08-26,butterfly,DESKTOP,488.0,270.0,['CB5160'],6.0,4.0,1.0,0.0,4270.6080322265625
16427,12,2021-01-06,2021-01-21,butterfly,DESKTOP,298.0,398.0,['C117399'],17.0,3.0,4.0,0.0,7848.36376953125
3987,7,2019-10-21,2019-12-11,butterfly,DESKTOP,350.0,494.0,['C35945'],53.0,1.0,3.0,0.0,5703.776443481445
10140,11,2021-06-28,2021-09-05,showcase,DESKTOP,494.0,1063.0,['159299'],71.0,1.0,7.0,0.0,162285.7142857143
1057,7,2020-09-01,2020-10-06,butterfly,DESKTOP,350.0,492.0,"['C80854', 'C80856']",37.0,2.0,2.0,0.0,12172.071838378906
4068,11,2020-05-14,2020-05-14,butterfly,DESKTOP,486.0,278.0,['C59586'],2.0,4.0,4.0,0.0,1318.935546875
16614,12,2020-04-07,2020-04-09,banner,DESKTOP,200.0,995.0,['52934'],4.0,2.0,4.0,0.0,2922.708251953125
3644,12,2021-06-07,2021-06-19,tg,DESKTOP,298.0,796.0,['C154858'],14.0,1.0,6.0,0.0,10316.138061523438
36013,12,2021-04-26,2021-05-02,banner,DESKTOP,200.0,995.0,['143866'],8.0,1.0,7.0,0.0,5346.669921875
32846,12,2020-02-29,2020-03-11,butterfly,DESKTOP,298.0,398.0,['C47030'],13.0,6.0,3.0,0.0,8834.267272949219
20162,12,2021-04-19,2021-05-02,tg,DESKTOP,298.0,796.0,['C141540'],15.0,1.0,7.0,0.0,6076.783905029297
23612,10,2019-11-05,2019-11-17,butterfly,DESKTOP,420.0,574.0,['C35540'],14.0,2.0,7.0,0.0,6012.876953125
35076,11,2020-06-13,2020-06-20,showcase,DESKTOP,472.0,1061.0,['63867'],9.0,6.0,6.0,0.0,20571.42857142857
9277,12,2020-09-24,2020-10-01,butterfly,DESKTOP,298.0,398.0,['C91459'],9.0,4.0,4.0,0.0,5501.483459472656
25707,12,2021-02-15,2021-02-15,tg,DESKTOP,298.0,398.0,['C121782'],2.0,1.0,1.0,0.0,1258.400146484375
31028,12,2021-09-27,2021-10-13,butterfly,DESKTOP,298.0,398.0,['C178722'],18.0,1.0,3.0,0.0,8269.510803222656
18979,11,2020-11-08,2020-11-18,showcase,DESKTOP,472.0,1047.0,['104566'],12.0,7.0,3.0,0.0,27428.571428571428
18469,7,2020-08-18,2020-09-06,lucky cart,DESKTOP,350.0,242.0,['6766-luckycart-omni-1-chocolat'],21.0,2.0,7.0,0.0,7181.573181152344
10663,10,2019-06-04,2019-06-12,butterfly,DESKTOP,420.0,574.0,['C26957'],10.0,2.0,3.0,0.0,7341.299438476562
3103,11,2021-06-21,2021-07-26,showcase,DESKTOP,494.0,1063.0,['156376'],37.0,1.0,1.0,0.0,84571.42857142858
36939,12,2020-09-29,2020-10-09,butterfly,DESKTOP,298.0,398.0,['C92821'],12.0,2.0,5.0,0.0,7929.760986328125
9533,11,2021-05-12,2021-06-19,butterfly,DESKTOP,486.0,531.0,['C149023'],40.0,3.0,6.0,0.0,15526.79931640625
35256,10,2019-11-05,2019-11-13,butterfly,DESKTOP,420.0,574.0,['C25540'],10.0,2.0,3.0,0.0,7341.299438476562
16489,12,2021-02-01,2021-03-07,tg,DESKTOP,298.0,796.0,['C124078'],36.0,1.0,7.0,0.0,10851.581909179688
4632,12,2020-11-12,2020-11-29,tg,DESKTOP,298.0,796.0,['C106845'],19.0,4.0,7.0,0.0,8182.860137939453
14069,12,2021-05-11,2021-05-23,butterfly,DESKTOP,298.0,398.0,['C147018'],14.0,2.0,7.0,0.0,8873.01953125
19249,10,2020-05-11,2020-05-24,butterfly,DESKTOP,420.0,574.0,['C56753'],15.0,1.0,7.0,0.0,5288.668670654297
27309,12,2021-03-30,2021-04-03,tg,DESKTOP,298.0,796.0,['C136190'],6.0,2.0,6.0,0.0,4830.162963867188
8520,12,2021-05-11,2021-07-08,butterfly,DESKTOP,298.0,398.0,['C146736'],60.0,2.0,4.0,0.0,15380.370483398438
23789,12,2020-10-17,2020-10-29,butterfly,DESKTOP,298.0,398.0,['C92227'],14.0,6.0,4.0,0.0,8579.733032226562
12920,11,2021-05-15,2021-07-28,showcase,DESKTOP,494.0,1063.0,['143401'],76.0,6.0,3.0,0.0,173714.2857142857
18785,10,2020-04-10,2020-06-04,butterfly,DESKTOP,420.0,574.0,['C54510'],57.0,5.0,4.0,0.0,11352.223709106443
5245,11,2021-05-03,2021-06-04,butterfly,DESKTOP,486.0,532.0,['C146243'],34.0,1.0,5.0,0.0,9673.598693847656
13021,11,2021-04-06,2021-05-30,showcase,DESKTOP,438.0,1063.0,['126414'],56.0,2.0,7.0,0.0,128000.0
21751,11,2021-09-16,2021-10-11,showcase,DESKTOP,494.0,1063.0,['175729'],27.0,4.0,1.0,0.0,61714.28571428572
4099,12,2020-07-01,2020-07-01,butterfly,DESKTOP,298.0,398.0,['C67010'],2.0,3.0,3.0,0.0,1205.693603515625
8286,11,2019-11-11,2019-11-13,butterfly,DESKTOP,486.0,278.0,['C34228'],4.0,1.0,3.0,0.0,2628.866455078125
3886,11,2021-03-23,2021-04-04,showcase,DESKTOP,438.0,266.0,['134478'],14.0,2.0,7.0,0.0,32000.0
21449,10,2020-05-27,2020-06-02,butterfly,DESKTOP,420.0,574.0,['C56997'],8.0,3.0,2.0,0.0,5880.35693359375
15623,11,2021-06-07,2021-06-11,showcase,DESKTOP,494.0,1063.0,['154203'],6.0,1.0,5.0,0.0,13714.285714285714
12058,7,2021-07-02,2021-07-21,butterfly,DESKTOP,351.0,564.0,['157632'],21.0,5.0,3.0,0.0,4800.598205566406
20876,7,2021-09-02,2021-09-17,butterfly,DESKTOP,351.0,564.0,['172597'],17.0,4.0,5.0,0.0,8154.61279296875
4436,12,2019-05-28,2019-06-02,banner,DESKTOP,200.0,995.0,['29509'],7.0,2.0,7.0,0.0,5216.7294921875
33067,11,2020-06-02,2020-06-20,butterfly,DESKTOP,486.0,278.0,['C61937'],20.0,2.0,6.0,0.0,14801.973876953123
29657,11,2020-11-03,2020-11-30,showcase,DESKTOP,472.0,1047.0,['103955'],29.0,2.0,1.0,0.0,66285.71428571429
28144,12,2021-04-07,2021-04-30,banner,DESKTOP,200.0,995.0,['140216'],25.0,3.0,5.0,0.0,9767.816162109377
18334,11,2020-11-10,2020-11-16,showcase,DESKTOP,472.0,1047.0,['91849'],8.0,2.0,1.0,0.0,18285.714285714286
5275,12,2021-08-03,2021-08-30,tg,DESKTOP,298.0,796.0,['C168222'],29.0,2.0,1.0,0.0,14817.386627197266
4175,12,2021-07-01,2021-07-18,tg,DESKTOP,298.0,597.0,['C158059'],19.0,4.0,7.0,0.0,8182.860137939453
30170,11,2021-07-01,2021-07-28,showcase,DESKTOP,494.0,1063.0,['160735'],29.0,4.0,3.0,0.0,66285.71428571429
13751,10,2020-11-20,2020-11-21,butterfly,DESKTOP,409.0,555.0,['C103784'],3.0,5.0,6.0,0.0,2209.6109619140625
1219,10,2020-02-18,2020-03-08,butterfly,DESKTOP,420.0,574.0,['C42332'],21.0,2.0,7.0,0.0,8629.662506103516
33063,12,2020-09-24,2020-09-27,butterfly,DESKTOP,298.0,398.0,['C91868'],5.0,4.0,7.0,0.0,3129.229736328125
33867,12,2021-05-17,2021-06-27,tg,DESKTOP,298.0,796.0,['C149853'],43.0,1.0,7.0,0.0,9893.71630859375
15604,11,2021-06-12,2021-06-16,showcase,DESKTOP,494.0,1063.0,['152111'],6.0,6.0,3.0,0.0,13714.285714285714
259,11,2019-09-09,2019-11-01,showcase,DESKTOP,472.0,1061.0,"['33077', '33079', '33081']",55.0,1.0,5.0,0.0,125714.28571428572
19803,7,2021-08-27,2021-09-10,butterfly,DESKTOP,353.0,564.0,['171206'],16.0,5.0,5.0,0.0,7674.9296875
21842,11,2019-04-25,2019-04-30,butterfly,DESKTOP,486.0,293.0,['C27404'],7.0,4.0,2.0,0.0,5145.312316894531
36675,12,2020-03-27,2020-04-12,banner,DESKTOP,200.0,995.0,['52421'],18.0,5.0,7.0,0.0,9225.869018554688
19863,11,2021-04-22,2021-05-27,showcase,DESKTOP,438.0,1063.0,['144046'],37.0,4.0,4.0,0.0,84571.42857142858
10464,10,2019-11-14,2019-11-24,butterfly,DESKTOP,420.0,574.0,['C36529'],12.0,4.0,7.0,0.0,8548.49853515625
13110,12,2021-01-03,2021-06-27,butterfly,DESKTOP,298.0,398.0,['C118449'],177.0,7.0,7.0,0.0,43049.65663146973
16430,11,2019-10-15,2019-11-07,butterfly,DESKTOP,486.0,277.0,['C35395'],25.0,2.0,4.0,0.0,8950.73013305664
31774,11,2021-01-12,2021-02-08,butterfly,DESKTOP,486.0,274.0,['C119447'],29.0,2.0,1.0,0.0,11899.551025390623
18232,11,2021-04-28,2021-05-03,stoprayon,DESKTOP,145.0,1063.0,['bon-plan-beaute-bio'],7.0,3.0,1.0,0.0,5219.913757324219
21404,7,2021-04-15,2021-05-06,butterfly,DESKTOP,394.0,576.0,['140495'],23.0,4.0,4.0,0.0,5298.082077026367
28638,12,2021-06-21,2021-08-30,butterfly,DESKTOP,298.0,398.0,['C158015'],72.0,1.0,1.0,0.0,14085.221923828123
14567,12,2020-06-03,2020-06-03,banner,DESKTOP,200.0,995.0,['60995'],2.0,3.0,3.0,0.0,1278.313232421875
15795,11,2021-05-31,2021-05-31,showcase,DESKTOP,438.0,1063.0,['152565'],2.0,1.0,1.0,0.0,4571.428571428572
4123,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/chocolats-et-bonbons/bonbons'],2.0,1.0,1.0,0.0,1503.7598876953125
28190,11,2021-04-19,2021-06-28,butterfly,DESKTOP,486.0,532.0,['C143431'],72.0,1.0,1.0,0.0,15415.504760742188
13424,12,2021-04-05,2021-04-18,tg,DESKTOP,298.0,796.0,['C139398'],15.0,1.0,7.0,0.0,6076.783905029297
12000,11,2021-07-12,2021-07-22,showcase,DESKTOP,494.0,1063.0,['163690'],12.0,1.0,4.0,0.0,27428.571428571428
9575,11,2021-06-18,2021-07-07,showcase,DESKTOP,494.0,1063.0,['146389'],21.0,5.0,3.0,0.0,48000.0
7542,11,2021-06-02,2021-06-26,showcase,DESKTOP,494.0,1063.0,['153570'],26.0,3.0,6.0,0.0,59428.57142857143
22753,11,2020-04-16,2020-05-28,butterfly,DESKTOP,486.0,278.0,['C54818'],44.0,4.0,4.0,0.0,6759.2623291015625
15166,12,2021-02-16,2021-02-28,banner,DESKTOP,200.0,995.0,['128083'],14.0,2.0,7.0,0.0,9381.358642578123
1803,12,2020-07-11,2020-07-14,tg,DESKTOP,298.0,597.0,['C72216'],5.0,6.0,2.0,0.0,3615.054321289064
9051,11,2020-09-25,2020-10-07,showcase,DESKTOP,472.0,1047.0,['88506'],14.0,5.0,3.0,0.0,32000.0
14641,11,2021-07-09,2021-08-25,butterfly,DESKTOP,486.0,532.0,['C162278'],49.0,5.0,3.0,0.0,7114.330307006836
2981,12,2020-08-02,2020-08-31,tg,DESKTOP,298.0,796.0,['C77366'],31.0,7.0,1.0,0.0,15641.522644042969
9898,12,2020-12-02,2020-12-12,butterfly,DESKTOP,298.0,398.0,['C107693'],12.0,3.0,6.0,0.0,8663.230224609375
112,10,2020-02-28,2020-05-05,butterfly,DESKTOP,420.0,574.0,"['C40235', 'C40237']",69.0,5.0,2.0,0.0,16819.274322509766
22414,12,2020-06-10,2020-06-12,banner,DESKTOP,200.0,995.0,['64320'],4.0,3.0,5.0,0.0,2456.127685546875
20076,11,2021-08-22,2021-10-01,butterfly,DESKTOP,498.0,531.0,['C171492'],42.0,7.0,5.0,0.0,14249.78173828125
33231,11,2020-08-03,2020-08-29,showcase,DESKTOP,472.0,1061.0,['77885'],28.0,1.0,6.0,0.0,64000.0
1199,10,2021-02-22,2021-06-05,butterfly,DESKTOP,410.0,555.0,['C130381'],105.0,1.0,6.0,0.0,22982.487030029297
18642,12,2020-10-12,2020-11-01,banner,DESKTOP,200.0,995.0,['96629'],22.0,1.0,7.0,0.0,9790.31689453125
29618,11,2021-05-20,2021-06-30,butterfly,DESKTOP,486.0,531.0,['C151142'],43.0,4.0,3.0,0.0,10621.131225585938
1480,11,2021-07-12,2021-07-31,butterfly,DESKTOP,486.0,531.0,['C162947'],21.0,1.0,6.0,0.0,8690.927673339844
476,11,2020-11-13,2020-12-09,butterfly,DESKTOP,486.0,273.0,"['C106926', 'C106959']",28.0,5.0,3.0,0.0,7462.244384765625
25145,12,2020-07-28,2020-09-19,butterfly,DESKTOP,298.0,398.0,['C74511'],55.0,2.0,6.0,0.0,20071.549072265625
18198,11,2020-10-20,2020-11-01,showcase,DESKTOP,472.0,1047.0,['91857'],14.0,2.0,7.0,0.0,32000.0
484,11,2020-11-09,2020-12-30,showcase,DESKTOP,472.0,1047.0,"['105198', '105285']",53.0,1.0,3.0,0.0,121142.85714285714
1705,10,2020-01-27,2020-02-04,butterfly,DESKTOP,420.0,574.0,['C45014'],10.0,1.0,2.0,0.0,7412.225952148437
5746,12,2021-04-14,2021-04-18,tg,DESKTOP,298.0,597.0,['C140298'],6.0,3.0,7.0,0.0,3755.07568359375
10672,7,2021-04-14,2021-04-14,butterfly,DESKTOP,419.0,576.0,['142314'],2.0,3.0,3.0,0.0,779.6580200195312
